Unnamed: 0,company_name,company_rating,industry,size,type,years_old,location
314,Johnson Controls,3.7,Industrial Automation,5k-10k Employees,Public,139,Ahmedabad
315,Mankind Pharma,4.1,Pharma,10k-50k Employees,Fortune India 500,29,Ahmedabad
316,Edelweiss,3.8,Financial Services,1k-5k Employees,Public,7,Ahmedabad
317,Alkem Laboratories,4.0,Pharma,10k-50k Employees,Public,51,Ahmedabad
318,Lupin,4.1,Pharma,1k-5k Employees,Public,56,Ahmedabad
319,Daikin,4.2,Consumer Electronics & Appliances,1k-5k Employees,Fortune India 500,24,Ahmedabad
320,ShopKirana,3.8,Software Product,501-1k Employees,Startup,10,Ahmedabad
321,NoBroker,3.2,Internet,1k-5k Employees,Indian Unicorn,10,Ahmedabad
322,Marriott International,4.3,Hospitality,10k-50k Employees,Forbes Global 2000,97,Ahmedabad
323,Patels Airtemp (India),4.4,Industrial Machinery,501-1k Employees,Public,51,Ahmedabad
324,Gokul Agro Resources,3.7,FMCG,1k-5k Employees,Public,10,Ahmedabad
325,DealShare,3.5,Internet,1k-5k Employees,Indian Unicorn,6,Ahmedabad
326,Siemens,4.2,Industrial Automation,5k-10k Employees,Public,177,Ahmedabad
327,Ericsson,4.3,Telecom,10k-50k Employees,Forbes Global 2000,148,Ahmedabad
328,PhonePe,4.1,FinTech,5k-10k Employees,Indian Unicorn,9,Ahmedabad
329,Panasonic,4.1,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,106,Ahmedabad
330,DHL Express,4.1,Logistics,1k-5k Employees,Conglomerate,45,Ahmedabad
331,Saarthi Pedagogy,4.0,EdTech,11-50 Employees,Startup,6,Ahmedabad
332,USV,4.1,Pharma,1k-5k Employees,Fortune India 500,63,Ahmedabad
333,Muthoot Fincorp,4.1,NBFC,10k-50k Employees,Conglomerate,137,Ahmedabad
334,HCL Infosystems,4.1,IT Services & Consulting,51-200 Employees,Public,48,Ahmedabad
335,Steel Strips Wheels,3.8,Auto Components,1k-5k Employees,Public,33,Ahmedabad
336,Safexpress,4.1,Logistics,1k-5k Employees,Conglomerate,27,Ahmedabad
337,Kiri Industries,4.1,Chemicals,1k-5k Employees,Public,26,Ahmedabad
338,FirstCry,3.8,Retail,1k-5k Employees,Indian Unicorn,14,Ahmedabad
339,Lohia Group,3.7,Industrial Machinery,1k-5k Employees,Public,48,Ahmedabad
340,Macleods Pharmaceuticals,3.8,Pharma,10k-50k Employees,Public,38,Ahmedabad
341,Zomato,3.8,Internet,1k-5k Employees,Public,16,Ahmedabad
342,GlaxoSmithKline Pharmaceuticals,4.2,Pharma,1k-5k Employees,Fortune India 500,194,Ahmedabad
343,Escorts Kubota Limited,4.1,Automobile,1k-5k Employees,Public,80,Ahmedabad
344,Alembic Pharmaceuticals,4.1,Pharma,10k-50k Employees,Public,117,Ahmedabad
345,JMC Projects,4.2,Engineering & Construction,1k-5k Employees,Public,42,Ahmedabad
346,Nilkamal,3.9,Furniture & Furnishing,1k-5k Employees,Public,43,Ahmedabad
347,VRL Logistics,4.0,Logistics,10k-50k Employees,Public,41,Ahmedabad
348,Coca-Cola Company,4.3,Beverage,5k-10k Employees,Forbes Global 2000,138,Ahmedabad
349,Polycab Wires,4.1,Electrical Equipment,1k-5k Employees,Fortune India 500,28,Ahmedabad
350,VRL Logistics,4.0,Logistics,10k-50k Employees,Public,41,Ahmedabad
351,Adecco Group,3.8,Recruitment,1k-5k Employees,Forbes Global 2000,25,Ahmedabad
352,Nuvoco Vistas,4.2,Building Material,1k-5k Employees,Fortune India 500,25,Ahmedabad
353,Apollo Tyres,4.1,Auto Components,5k-10k Employees,Public,52,Ahmedabad
354,NewsReach,3.7,Internet,11-50 Employees,Startup,6,Ahmedabad
355,Cummins,4.4,Industrial Machinery,1k-5k Employees,Fortune India 500,105,Ahmedabad
356,Dr. Reddy's,4.2,Pharma,10k-50k Employees,Public,40,Ahmedabad
357,Suzlon Group,4.2,Power,5k-10k Employees,Public,29,Ahmedabad
358,Tata Communications,4.1,Telecom,5k-10k Employees,Public,38,Ahmedabad
359,myGate,3.3,Law Enforcement & Security,1k-5k Employees,Startup,8,Ahmedabad
360,Karur Vysya Bank,3.7,Banking,5k-10k Employees,Public,108,Ahmedabad
361,ABC,4.0,Broadcasting,1k-5k Employees (Global),Public,81,Ahmedabad
362,ACC,4.0,Building Material,5k-10k Employees,Public,88,Ahmedabad
363,Mitsubishi Electric,4.2,Electronics Manufacturing,501-1k Employees,Forbes Global 2000,103,Ahmedabad
364,Tenneco,3.8,Auto Components,1k-5k Employees,Forbes Global 2000,84,Ahmedabad
365,Sandesh,3.3,Printing & Publishing,1k-5k Employees,Public,101,Ahmedabad
366,Ola Cabs,3.5,Internet,1k-5k Employees,Indian Unicorn,14,Ahmedabad
367,Kirloskar Brothers,4.1,Industrial Machinery,1k-5k Employees,Public,136,Ahmedabad
368,ManpowerGroup,3.9,Recruitment,50k-1 Lakh Employees,Forbes Global 2000,29,Ahmedabad
369,Karur Vysya Bank,3.7,Banking,5k-10k Employees,Public,108,Ahmedabad
370,Sahajanand Laser Technology,3.7,Industrial Machinery,501-1k Employees,Public,35,Ahmedabad
371,Navneet Education,3.9,Printing & Publishing,501-1k Employees,Public,65,Ahmedabad
372,PharmEasy,3.7,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
373,PharmEasy,3.7,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
374,Mahindra Logistics,4.1,Logistics,1k-5k Employees,Public,24,Ahmedabad
375,HCLTech,3.7,IT Services & Consulting,1 Lakh+ Employees,Public,33,Ahmedabad
376,Sony,4.3,Consumer Electronics & Appliances,1k-5k Employees,Public,30,Ahmedabad
377,Aglowid IT Solutions,4.9,IT Services & Consulting,11-50 Employees,Startup,6,Ahmedabad
378,Aglowid IT Solutions,4.9,IT Services & Consulting,11-50 Employees,Startup,6,Ahmedabad
379,Aditya Birla Capital,4.0,Financial Services,10k-50k Employees,Public,7,Ahmedabad
380,Adient,3.9,Auto Components,501-1k Employees,Forbes Global 2000,28,Ahmedabad
381,Reliance Trends,4.4,Retail,1 Lakh+ Employees,Conglomerate,18,Ahmedabad
382,Silicon Signals,5.0,Software Product,11-50 Employees,Startup,3,Ahmedabad
383,Aavatto,4.9,Software Product,11-50 Employees,Startup,3,Ahmedabad
384,Nippon Paint India,4.1,Chemicals,1k-5k Employees,Forbes Global 2000,143,Ahmedabad
385,TCI Express,3.9,Logistics,1k-5k Employees,Public,28,Ahmedabad
386,Schneider Electric,4.2,Industrial Automation,10k-50k Employees,Forbes Global 2000,25,Ahmedabad
387,Infomatic Solutions,3.9,BPO,51-200 Employees,MNC,14,Ahmedabad
388,Jade Blue Lifestyle,3.8,Retail,1k-5k Employees,Public,29,Ahmedabad
389,PepsiCo,4.2,Food Processing,1 Lakh+ Employees,Public,59,Ahmedabad
390,KEC International,4.1,Engineering & Construction,5k-10k Employees,Public,79,Ahmedabad
391,Swan Energy,3.8,Fashion & Textile,201-500 Employees,Public,115,Ahmedabad
392,Randstad,3.9,Recruitment,5k-10k Employees,Conglomerate,32,Ahmedabad
393,Indian Railways,4.2,Railways,1 Lakh+ Employees,Central,171,Ahmedabad
394,TTK Prestige,4.0,Consumer Electronics & Appliances,1k-5k Employees,Public,69,Ahmedabad
395,Welspun World,3.8,Building Material,1k-5k Employees,Public,39,Ahmedabad
396,Allied Digital Services,3.5,IT Services & Consulting,1k-5k Employees,Public,29,Ahmedabad
397,Sobha,4.0,Real Estate,1k-5k Employees,Public,29,Ahmedabad
398,JNS Instruments,3.9,Industrial Machinery,501-1k Employees,Public,23,Ahmedabad
399,Lemon Tree Hotels,4.2,Hospitality,5k-10k Employees,Public,22,Ahmedabad
400,Shree Rama Multi-Tech,3.5,Petrochemicals,501-1k Employees,Public,37,Ahmedabad
401,Bharat Sanchar Nigam,4.0,Telecom,50k-1 Lakh Employees,Central,24,Ahmedabad
402,Aditya Birla Group,4.1,Building Material,1 Lakh+ Employees,Conglomerate,167,Ahmedabad
403,Control Print,3.9,Consumer Electronics & Appliances,501-1k Employees,Public,33,Ahmedabad
404,Mahindra Rural Housing Finance,4.1,NBFC,10k-50k Employees,Public,17,Ahmedabad
405,Mahindra Finance,4.3,NBFC,10k-50k Employees,Public,33,Mumbai
406,Pine Labs,3.7,FinTech,1k-5k Employees,Indian Unicorn,26,Noida
407,SAL STEEL,3.5,Iron & Steel,201-500 Employees,Public,21,Gurgaon/Gurugram
408,Tata Group,4.3,IT Services & Consulting,1 Lakh+ Employees,Conglomerate,156,Mumbai
409,IQVIA,4.0,Clinical Research,10k-50k Employees,Forbes Global 2000,42,Durham
410,CMR Green Technologies,3.9,Metals & Mining,1k-5k Employees,Public,18,Ahmedabad
411,Digit Insurance,4.0,Insurance,1k-5k Employees,Fortune India 500,8,Ahmedabad
412,Welspun,4.1,Fashion & Textile,10k-50k Employees,Fortune India 500,39,Ahmedabad
413,Astron Research,4.3,Clinical Research,1k-5k Employees,Public,23,Ahmedabad
414,Central Institute of Plastics Engineering & Technology,3.9,Education & Training,51-200 Employees,Public,56,Ahmedabad
415,Reliance Home Finance,4.5,NBFC,501-1k Employees,Public,16,Ahmedabad
416,Government of Gujarat,3.4,Government,11-50 Employees,Public,64,Ahmedabad
417,Plastene,4.0,Packaging,501-1k Employees,Public,26,Ahmedabad
418,VIP Industries,4.0,Retail,1k-5k Employees,Public,53,Ahmedabad
419,Big Bazaar,4.3,Retail,10k-50k Employees,Conglomerate,23,Ahmedabad
420,Toppr,3.4,EdTech,1k-5k Employees,Startup,11,Ahmedabad
421,Centre for Environment Education,4.1,Financial Services,201-500 Employees,Public,40,Ahmedabad
422,Government of Gujarat,3.4,Government,11-50 Employees,Public,64,Ahmedabad
423,Housing.com,3.8,Internet,1k-5k Employees,Startup,12,Ahmedabad
424,Bank of India,4.0,Banking,50k-1 Lakh Employees,Fortune India 500,118,Ahmedabad
425,Transport Corporation Of India,4.1,Logistics,1k-5k Employees,Public,66,Ahmedabad
426,Gsrtc,4.4,Urban Transport,201-500 Employees,Public,64,Ahmedabad
427,Club Oxygen,4.2,Hospitality,201-500 Employees,Public,6,Ahmedabad
428,Big Bazaar,4.3,Retail,10k-50k Employees,Conglomerate,23,Ahmedabad
429,Tata Power Solar,4.3,Power,1k-5k Employees,Public,35,Ahmedabad
430,Valeo,4.1,Auto Components,5k-10k Employees,Forbes Global 2000,101,Ahmedabad
431,Easy Pay,4.3,Internet,51-200 Employees,Startup,10,Ahmedabad
432,Johnson & Johnson,4.2,Pharma,1k-5k Employees,Forbes Global 2000,67,Ahmedabad
433,Thomas Cook,3.9,Travel & Tourism,1k-5k Employees,Public,143,Ahmedabad
434,Federal Bank,3.9,Banking,10k-50k Employees,Public,93,Ahmedabad
435,Marwadi Shares & Finance,4.3,Financial Services,501-1k Employees,Public,32,Ahmedabad
436,G R Infraprojects,4.2,Engineering & Construction,10k-50k Employees,Public,29,Ahmedabad
437,Embibe,3.7,EdTech,1k-5k Employees,Startup,12,Ahmedabad
438,Lifestyle,4.4,Retail,10k-50k Employees,Fortune India 500,25,Ahmedabad
439,G R Infraprojects,4.2,Engineering & Construction,10k-50k Employees,Public,29,Ahmedabad
440,Thomas Cook,3.9,Travel & Tourism,1k-5k Employees,Public,143,Ahmedabad
441,Marwadi Shares & Finance,4.3,Financial Services,501-1k Employees,Public,32,Ahmedabad
442,Srei Equipment Finance,4.5,Financial Services,1k-5k Employees,Public,35,Ahmedabad
443,Texel Industries,3.6,Agriculture,51-200 Employees,Public,35,Ahmedabad
444,Federal Bank,3.9,Banking,10k-50k Employees,Public,93,Ahmedabad
445,Chandresh Cables,3.1,Electrical Equipment,11-50 Employees,Public,38,Ahmedabad
446,Tata Motors Finance,4.2,NBFC,1k-5k Employees,Conglomerate,67,Ahmedabad
447,Avanse Financial Services,4.0,Financial Services,501-1k Employees,Startup,12,Mumbai
448,Glenmark Pharmaceuticals,4.0,Pharma,10k-50k Employees,Public,47,Mumbai
449,Meesho,3.7,Internet,5k-10k Employees,Indian Unicorn,9,Bangalore
450,Nokia,4.2,Telecom,10k-50k Employees,Forbes Global 2000,159,Greater
451,Tata Steel,4.2,Iron & Steel,1 Lakh+ Employees,Public,117,Greater
452,Infibeam,3.1,FinTech,501-1k Employees,Public,17,Ahmedabad
453,Aakash Exploration Services,4.6,Oil & Gas,11-50 Employees,Public,17,Ahmedabad
454,Nila Infrastructures,4.3,Real Estate,51-200 Employees,Public,34,Ahmedabad
455,SalesHandy,3.2,Software Product,51-200 Employees,Startup,9,Ahmedabad
456,Simptel,5.0,Software Product,1-10 Employees,Startup,5,Ahmedabad
457,CG Power and Industrial Solutions,3.9,Electrical Equipment,1k-5k Employees,Public,87,Ahmedabad
458,JM Financial,3.8,Financial Services,1k-5k Employees,Public,40,Ahmedabad
459,EPL Limited,4.0,Packaging,1k-5k Employees,Public,40,Ahmedabad
460,Wapcos,3.6,Engineering & Construction,1k-5k Employees,State,55,Ahmedabad
461,Ajanta Pharma,4.1,Pharma,5k-10k Employees,Public,51,Ahmedabad
462,Xiaomi,3.9,Consumer Electronics & Appliances,1k-5k Employees,Forbes Global 2000,14,Ahmedabad
463,Railtel Corporation Of India,3.9,Hardware & Networking,1k-5k Employees,Public,24,Ahmedabad
464,VOIS Call Center,3.9,Telecom,50k-1 Lakh Employees (Global),Public,42,Ahmedabad
465,Sterling Holiday Resort,3.9,Hospitality,1k-5k Employees,Public,38,Ahmedabad
466,Nykaa,3.5,Internet,1k-5k Employees,Public,12,Ahmedabad
467,V.S.T Tillers Tractors,3.6,Industrial Machinery,201-500 Employees,Public,57,Ahmedabad
468,Urban Company,3.6,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
469,MakeMyTrip,3.7,Internet,5k-10k Employees,Public,24,Ahmedabad
470,Satin Creditcare Network,4.1,NBFC,5k-10k Employees,Public,34,Ahmedabad
471,ITD Cementation India,4.3,Engineering & Construction,1k-5k Employees,Public,93,Ahmedabad
472,Nitco,4.3,Building Material,1k-5k Employees,Public,71,Ahmedabad
473,Ajanta Pharma,4.1,Pharma,5k-10k Employees,Public,51,Ahmedabad
474,EPL Limited,4.0,Packaging,1k-5k Employees,Public,40,Ahmedabad
475,DIC India,4.2,Chemicals,501-1k Employees,Public,77,Ahmedabad
476,DP World,4.1,Logistics,1k-5k Employees,Public,19,Ahmedabad
477,Medlife,3.7,Internet,1k-5k Employees,Startup,10,Ahmedabad
478,Railtel Corporation Of India,3.9,Hardware & Networking,1k-5k Employees,Public,24,Ahmedabad
479,Nykaa,3.5,Internet,1k-5k Employees,Public,12,Ahmedabad
480,V.S.T Tillers Tractors,3.6,Industrial Machinery,201-500 Employees,Public,57,Ahmedabad
481,Asahi India Glass,3.9,Auto Components,1k-5k Employees,Public,40,Ahmedabad
482,Greenlam Industries,4.2,Building Material,1k-5k Employees,Public,11,Ahmedabad
483,Shott Amusement Limited,4.4,Media & Entertainment,201-500 Employees,Public,9,Ahmedabad
484,Shott Amusement Limited,4.4,Media & Entertainment,201-500 Employees,Public,9,Ahmedabad
485,Infra.Market,4.2,Building Material,1k-5k Employees,Indian Unicorn,8,Ahmedabad
486,Schoolnet India,3.8,EdTech,51-200 Employees,Public,27,Ahmedabad
487,Schoolnet India,3.8,EdTech,51-200 Employees,Public,27,Ahmedabad
488,Crisil,3.7,Financial Services,1k-5k Employees,Public,37,Ahmedabad
489,Info Edge,4.0,Internet,5k-10k Employees,Public,29,Ahmedabad
490,CNH,4.2,Automobile,1k-5k Employees,Public,11,Ahmedabad
491,Globe Capital Market,3.6,Investment Banking / Venture Capital / Private Equity,1k-5k Employees,Public,40,Ahmedabad
492,Ashoka Buildcon,4.1,Engineering & Construction,1k-5k Employees,Public,48,Ahmedabad
493,Sambhaav Media,3.6,Printing & Publishing,51-200 Employees,Public,34,Ahmedabad
494,CarDekho,3.7,Internet,1k-5k Employees,Indian Unicorn,16,Ahmedabad
495,RITES,4.0,Engineering & Construction,1k-5k Employees,Central,50,Ahmedabad
496,Swaraj Tractors,4.2,Automobile,1k-5k Employees,Conglomerate,62,Ahmedabad
497,Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,48,Ahmedabad
498,Utkarsh Small Finance Bank,3.9,Banking,10k-50k Employees,Public,15,Ahmedabad
499,Nuziveedu Seeds,4.2,Agriculture,1k-5k Employees,Public,51,Ahmedabad
500,Elecon Engineering,4.2,Electrical Equipment,501-1k Employees,Public,73,Ahmedabad
501,CIEL HR,4.1,Recruitment,1k-5k Employees,Startup,9,Ahmedabad
502,Mercedes-Benz Research & Development India,4.0,IT Services & Consulting,5k-10k Employees,Public,28,Ahmedabad
503,CarDekho,3.7,Internet,1k-5k Employees,Indian Unicorn,16,Ahmedabad
504,FDC,4.1,Pharma,5k-10k Employees,Public,84,Ahmedabad
505,Kirloskar Oil Engines,4.2,Industrial Machinery,1k-5k Employees,Public,78,Ahmedabad
506,Kajima India,4.1,Engineering & Construction,51-200 Employees,Forbes Global 2000,13,Ahmedabad
507,Dhanuka Agritech,3.9,Agro Chemicals,1k-5k Employees,Public,42,Ahmedabad
508,Swaraj Tractors,4.2,Automobile,1k-5k Employees,Conglomerate,62,Ahmedabad
509,Focus Lighting and Fixtures Limited,4.5,Electronics Manufacturing,51-200 Employees,Public,19,Ahmedabad
510,RITES,4.0,Engineering & Construction,1k-5k Employees,Central,50,Ahmedabad
511,Apple,4.3,Consumer Electronics & Appliances,10k-50k Employees,Forbes Global 2000,48,Ahmedabad
512,Nippon Life India Asset Management,4.7,Financial Services,1k-5k Employees,Public,29,Ahmedabad
513,Tata Technologies,3.8,Engineering & Construction,5k-10k Employees,Conglomerate,35,Ahmedabad
514,Tata Power,4.0,Power,10k-50k Employees,Public,109,Ahmedabad
515,Patanjali Foods,4.0,FMCG,5k-10k Employees,Public,38,Ahmedabad
516,Amara Raja Group,4.2,Auto Components,5k-10k Employees,Public,39,Ahmedabad
517,Security and Intelligence Services (India),4.1,Law Enforcement & Security,1 Lakh+ Employees,Public,39,Ahmedabad
518,Onward Technologies Inc,3.2,Software Product,1k-5k Employees,Public,33,Ahmedabad
519,Jyoti Resins And Adhesives,4.1,Chemicals / Agri Inputs,51-200 Employees,Public,31,Ahmedabad
520,Schwing Stetter,4.1,Industrial Machinery,1k-5k Employees,Fortune India 500,26,Ahmedabad
521,VLCC,3.7,Beauty & Personal Care,1k-5k Employees,Conglomerate,35,Ahmedabad
522,SK Finance Limited,4.1,NBFC,10k-50k Employees,Public,30,Ahmedabad
523,Nagarjuna Construction Company,4.2,Engineering & Construction,5k-10k Employees,Public,26,Ahmedabad
524,Smytten,3.3,Internet,51-200 Employees,Startup,9,Gurgaon
525,RR kabel,4.2,Electrical Equipment,1k-5k Employees,Public,29,Mumbai
526,Stanza Living,3.1,Internet,501-1k Employees,Startup,7,Delhi
527,PNB Housing Finance,3.9,Financial Services,1k-5k Employees,Public,36,Ahmedabad
528,Deutsche Bank,4.0,Banking,10k-50k Employees,Fortune India 500,154,Ahmedabad
529,Amara Raja Energy & Mobility,4.3,Auto Components,5k-10k Employees,Fortune India 500,39,Ahmedabad
530,UPL,4.2,Agro Chemicals,5k-10k Employees,Public,55,Ahmedabad
531,PropTiger.com,4.2,Internet,1k-5k Employees,Startup,13,Ahmedabad
532,Denis Chem Lab,4.4,Pharma,51-200 Employees,Public,44,Ahmedabad
533,Latteys Industries,3.9,Industrial Machinery,51-200 Employees,Public,20,Ahmedabad
534,Bloom Dekor,2.9,Furniture & Furnishing,51-200 Employees,Public,30,Ahmedabad
535,MEASUREONE SOLUTIONS,3.9,Software Product,51-200 Employees,Startup,8,Ahmedabad
536,Latteys Industries,3.9,Industrial Machinery,51-200 Employees,Public,20,Ahmedabad
537,Frendy,3.2,Internet,51-200 Employees,Startup,5,Ahmedabad
538,Saint-Gobain,4.0,Building Material,10k-50k Employees,Forbes Global 2000,359,Ahmedabad
539,Whirlpool,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,113,Ahmedabad
540,Uber,4.2,Internet,1k-5k Employees,Public,15,Ahmedabad
541,Hubtown,3.7,Engineering & Construction,1k-5k Employees,Public,35,Ahmedabad
542,Kissht Finance,4.1,FinTech,201-500 Employees,Startup,9,Ahmedabad
543,Patanjali Ayurved,3.2,FMCG,1k-5k Employees,Fortune India 500,18,Ahmedabad
544,BlackBuck,3.9,Internet,1k-5k Employees,Indian Unicorn,9,Ahmedabad
545,Emami,4.1,Beauty & Personal Care,1k-5k Employees,Public,50,Ahmedabad
546,Uber,4.2,Internet,1k-5k Employees,Public,15,Ahmedabad
547,Whirlpool,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,113,Ahmedabad
548,Saint-Gobain,4.0,Building Material,10k-50k Employees,Forbes Global 2000,359,Ahmedabad
549,Muthoot Group,3.6,Financial Services,10k-50k Employees,Public,137,Ahmedabad
550,Hindustan Petroleum,4.3,Oil & Gas,5k-10k Employees,Central,50,Ahmedabad
551,Canara Bank,3.5,Banking,50k-1 Lakh Employees,Public,118,Ahmedabad
552,Central Bank of India,4.0,Banking,10k-50k Employees,Public,113,Ahmedabad
553,Ricoh,3.9,IT Services & Consulting,1-10 Employees,Public,88,Ahmedabad
554,Page Industries,4.2,Fashion & Textile,10k-50k Employees,Public,30,Ahmedabad
555,J. Kumar Infraprojects,4.1,Engineering & Construction,5k-10k Employees,Public,44,Ahmedabad
556,ABB Group,4.1,Electrical Equipment,1k-5k Employees,Public,36,Ahmedabad
557,Nowfloats Technologies,3.3,Software Product,201-500 Employees,Startup,12,Ahmedabad
558,Levi Strauss & Co.,4.5,Fashion & Textile,1k-5k Employees,Public,171,Ahmedabad
559,Ugro Capital,3.8,NBFC,1k-5k Employees,Public,31,Ahmedabad
560,Go First,3.7,Aviation,1k-5k Employees,Public,19,Ahmedabad
561,LT Foods,4.1,Food Processing,1k-5k Employees,Public,34,Ahmedabad
562,Ricoh,3.9,IT Services & Consulting,1-10 Employees,Public,88,Ahmedabad
563,Canara Bank,3.5,Banking,50k-1 Lakh Employees,Public,118,Ahmedabad
564,Central Bank of India,4.0,Banking,10k-50k Employees,Public,113,Ahmedabad
565,Star Health & Allied Insurance,3.9,Insurance,10k-50k Employees,Fortune India 500,18,Ahmedabad
566,Hindustan Petroleum,4.3,Oil & Gas,5k-10k Employees,Central,50,Ahmedabad
567,Safari Industries India,4.2,Fashion & Textile,501-1k Employees,Public,50,Ahmedabad
568,Lava International,4.1,Consumer Electronics & Appliances,1k-5k Employees,Public,15,Ahmedabad
569,Emami,4.1,Beauty & Personal Care,1k-5k Employees,Public,50,Ahmedabad
570,Orient Electric,4.0,Consumer Electronics & Appliances,501-1k Employees,Public,70,Ahmedabad
571,Minda Kyoraku,4.1,Automobile,51-200 Employees,Public,16,Ahmedabad
572,Rallis India,4.3,Agro Chemicals,1k-5k Employees,Public,76,Ahmedabad
573,Page Industries,4.2,Fashion & Textile,10k-50k Employees,Public,30,Ahmedabad
574,J. Kumar Infraprojects,4.1,Engineering & Construction,5k-10k Employees,Public,44,Ahmedabad
575,ABB Group,4.1,Electrical Equipment,1k-5k Employees,Public,36,Ahmedabad
576,Airtel Payments Bank,4.2,FinTech,501-1k Employees,Public,8,Ahmedabad
577,Nowfloats Technologies,3.3,Software Product,201-500 Employees,Startup,12,Ahmedabad
578,Ugro Capital,3.8,NBFC,1k-5k Employees,Public,31,Ahmedabad
579,TTK Healthcare,4.2,Healthcare,1k-5k Employees,Public,96,Ahmedabad
580,Zebpay,3.3,FinTech,51-200 Employees (Global),Startup,10,Ahmedabad
581,Prince Pipes & Fittings,4.3,Building Material,1k-5k Employees,Public,37,Ahmedabad
582,DS Group,4.1,FMCG,1k-5k Employees,Conglomerate,95,Ahmedabad
